id,업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률,개월수_r,가맹점수_r,평균매출액_r,창업비용_r,개점률_r,폐점률_r,레이블
1004,한식,삼백집,135,32,431966,188450,6,12,0.231192661,0.009174312,0.119426626,0.229257908,0.06,0.12,1
1005,한식,삼선미나주곰탕,11,6,576705,129050,100,0,0.003669725,0.001479728,0.159443225,0.156995134,1,0,3
1006,한식,삼시세때,147,18,359869,83600,0,22,0.253211009,0.005031074,0.099493665,0.101703163,0,0.22,4
1007,치킨,삼십구치킨,141,24,58654,55044,8,8,0.242201835,0.006806748,0.016215488,0.066963504,0.08,0.08,4
1008,한식,삼원돈,33,1,126542,105100,100,0,0.044036697,0,0.034984769,0.127858881,1,0,3
1009,한식,삼육가珍,66,5,1540660,100448,0,40,0.104587156,0.001183782,0.425951915,0.122199513,0,0.4,5
1010,한식,삼육오 족발찜닭,77,12,379123,144570,0,16,0.124770642,0.003255401,0.104816899,0.175875912,0,0.16,1
1011,기타 외식,삼육칠하우스,43,2,749864,141075,50,0,0.062385321,0.000295946,0.207317222,0.171624088,0.5,0,3
1012,분식,삼첩분식,23,33,78549,29620,100,6,0.025688073,0.009470257,0.021715943,0.036034063,1,0.06,3
1013,한식,삼청동멸치국수,58,12,209218,54800,41,0,0.089908257,0.003255401,0.05784255,0.066666667,0.41,0,1
1014,치킨,삼통치킨,272,24,357179,76800,4,20,0.482568807,0.006806748,0.09874995,0.093430657,0.04,0.2,4
1015,한식,삼훈국민생아구찜,66,11,369041,144650,18,0,0.104587156,0.002959455,0.102029487,0.175973236,0.18,0,1
1016,기타 외식,상 동양수산,43,6,351803,60400,0,100,0.062385321,0.001479728,0.097263624,0.073479319,0,1,0
1017,기타 외식,상남자의 고소한 생막창,22,22,10367,57650,100,72,0.023853211,0.006214856,0.002865379,0.07013382,1,0.72,0
1018,한식,상도늘보리,55,15,438032,94100,0,20,0.08440367,0.004143238,0.121103718,0.114476886,0,0.2,1
1019,치킨,상문이두마리숯불양념치킨,166,30,137117,28550,6,10,0.288073394,0.008582421,0.037908484,0.03473236,0.06,0.1,4
1020,중/일식,상상짬뽕,27,10,812402,102130,70,0,0.033027523,0.00266351,0.224607365,0.124245742,0.7,0,3
1021,한식,새마을식당,185,127,582625,99080,7,18,0.32293578,0.037289139,0.161079952,0.12053528,0.07,0.18,4
1022,기타 외식,새우꺾기,87,8,118701,51500,12,50,0.143119266,0.002071619,0.032816935,0.062652068,0.12,0.5,0
1023,제과제빵,샌드그립(SANDGRIP),26,17,70493,75900,100,0,0.031192661,0.004735129,0.019488666,0.092335766,1,0,3
1024,기타 외식,샌드리아,39,66,86617,114600,56,37,0.055045872,0.01923646,0.023946537,0.139416058,0.56,0.37,3
1025,기타 외식,샌드프레소,206,3,71896,158500,0,0,0.36146789,0.000591891,0.01987656,0.192822384,0,0,4
1026,기타 외식,샐러디,71,59,177648,80850,57,8,0.113761468,0.017164842,0.04911426,0.098357664,0.57,0.08,3
1027,한식,생고기대학교,49,13,205635,129300,0,53,0.073394495,0.003551347,0.056851943,0.15729927,0,0.53,0
1028,한식,생극해장국,44,14,142456,92500,64,0,0.064220183,0.003847292,0.039384579,0.112530414,0.64,0,3
1029,한식,생생낙지,125,6,155754,134780,16,0,0.212844037,0.001479728,0.043061133,0.163965937,0.16,0,1
1030,분식,생생돈까스,189,77,227363,40950,10,24,0.330275229,0.022491861,0.062859175,0.049817518,0.1,0.24,4
1031,기타 외국식,생어거스틴,98,23,816351,184250,0,30,0.163302752,0.006510802,0.225699162,0.224148418,0,0.3,5
1032,주점,생활맥주,77,172,239228,69100,16,14,0.124770642,0.050606688,0.066139541,0.08406326,0.16,0.14,1
1033,한식,샤브담,36,7,56245,147750,0,14,0.049541284,0.001775673,0.015549462,0.179744526,0,0.14,1
1034,한식,샤브마니아,30,17,762947,133900,70,0,0.03853211,0.004735129,0.210934334,0.162895377,0.7,0,3
1035,한식,샤브보트,55,32,469799,94536,18,6,0.08440367,0.009174312,0.129886474,0.115007299,0.18,0.06,1
1036,한식,샤브쌈주머니,105,39,648654,87500,15,7,0.176146789,0.011245931,0.179335268,0.106447689,0.15,0.07,1
1037,기타 외식,샤브향,155,163,602644,253600,7,5,0.267889908,0.047943178,0.16661469,0.308515815,0.07,0.05,5
1038,기타 외국식,샤이바나,117,13,532985,163600,0,100,0.198165138,0.003551347,0.147355773,0.199026764,0,1,0
1039,기타 외국식,서가앤쿡,119,85,941243,221600,5,3,0.201834862,0.024859426,0.260228578,0.269586375,0.05,0.03,5
1040,분식,서가원김밥,84,19,136004,60500,10,21,0.137614679,0.00532702,0.037600768,0.073600973,0.1,0.21,1
1041,치킨,서개미치킨,75,6,114396,67550,16,0,0.121100917,0.001479728,0.031626713,0.082177616,0.16,0,1
1042,한식,서래갈매기,142,27,470800,77000,0,37,0.244036697,0.007694584,0.130163225,0.093673966,0,0.37,4
1043,기타 외식,서병장대김이병,123,5,272765,59800,0,20,0.209174312,0.001183782,0.075411656,0.072749392,0,0.2,1
1044,기타 외식,서소문족발,89,9,599667,128129,0,11,0.146788991,0.002367564,0.165791626,0.155874696,0,0.11,1
1045,기타 외식,서울미트볼,58,8,233438,68320,87,25,0.089908257,0.002071619,0.064538755,0.083114355,0.87,0.25,3
1046,한식,서울전통육개장,58,7,370286,79890,0,14,0.089908257,0.001775673,0.102373697,0.097189781,0,0.14,1
1047,한식,석쇠꾼,28,16,262445,117400,100,31,0.034862385,0.004439183,0.072558442,0.142822384,1,0.31,3
1048,분식,선릉역매운떡볶이,27,9,212744,63160,33,55,0.033027523,0.002367564,0.058817398,0.076836983,0.33,0.55,0
1049,분식,선비꼬마김밥,46,64,227305,52760,34,0,0.067889908,0.018644569,0.062843139,0.064184915,0.34,0,1
1050,기타 외국식,선식당,26,21,583727,129800,100,0,0.031192661,0.005918911,0.161384627,0.157907543,1,0,3
1051,한식,설담재,9,5,695810,107900,60,40,0,0.001183782,0.192372685,0.131265207,0.6,0.4,3
1052,한식,설동궁찜닭,91,105,278973,57000,58,3,0.150458716,0.030778337,0.077128008,0.069343066,0.58,0.03,3
1053,한식,설레족발,34,5,422237,76800,0,0,0.04587156,0.001183782,0.116736808,0.093430657,0,0,1
1054,주점,설맥(SEOL MAC),45,32,158860,81700,40,21,0.066055046,0.009174312,0.043919862,0.099391727,0.4,0.21,1
1055,카페,설빙,89,435,316534,163120,9,5,0.146788991,0.128440367,0.087512656,0.198442822,0.09,0.05,1
1056,기타 외식,설원칡냉면&푸짐보쌈,157,18,91317,86700,0,5,0.271559633,0.005031074,0.025245965,0.105474453,0,0.05,4
1057,기타 외식,설화참숯닭갈비,59,7,128609,89150,14,0,0.091743119,0.001775673,0.035556241,0.108454988,0.14,0,1
1058,한식,성경만두요리전문점,80,25,348180,139250,20,16,0.130275229,0.007102693,0.096261958,0.169403893,0.2,0.16,1
1059,카페,성별 에이유,36,7,82857,82850,0,0,0.049541284,0.001775673,0.022906994,0.100790754,0,0,1
1060,기타 외식,세광교대이층집,46,24,1341755,171000,37,0,0.067889908,0.006806748,0.370959813,0.208029197,0.37,0,5
1061,카페,셀렉토커피,100,238,115175,73350,26,15,0.166972477,0.070139094,0.031842087,0.089233577,0.26,0.15,1
1062,한식,셰프의 국수앤육개장,95,10,237519,65910,20,30,0.157798165,0.00266351,0.065667047,0.080182482,0.2,0.3,1
1063,기타 외식,셰프의돈까스,83,23,141957,38280,26,13,0.135779817,0.006510802,0.039246619,0.046569343,0.26,0.13,1
1064,분식,소가담,53,7,222565,165210,14,85,0.080733945,0.001775673,0.061532651,0.200985401,0.14,0.85,0
1065,한식,소공동뚝배기집,72,15,378451,78375,6,46,0.11559633,0.004143238,0.104631109,0.095346715,0.06,0.46,0
1066,중/일식,소노야,145,26,192541,79800,7,7,0.249541284,0.007398639,0.05323179,0.097080292,0.07,0.07,4
1067,기타 외식,소담비빔국수,136,11,200886,56100,0,18,0.233027523,0.002959455,0.055538967,0.068248175,0,0.18,1
1068,한식,"소담애 족발,보쌈",130,19,351,103100,0,21,0.222018349,0.00532702,9.62E-05,0.125425791,0,0.21,1
1069,기타 외식,소담촌,75,71,1004626,51560,29,0,0.121100917,0.020716188,0.277752342,0.062725061,0.29,0,1
1070,치킨,소담치킨,109,20,117295,58100,15,40,0.183486239,0.005622965,0.032428212,0.070681265,0.15,0.4,0
1071,한식,소래버섯나라,139,6,365000,183370,0,16,0.23853211,0.001479728,0.100912254,0.223077859,0,0.16,4
1072,기타 외식,소메랑,70,8,386392,54700,0,37,0.111926606,0.002071619,0.10682659,0.066545012,0,0.37,1
1073,분식,소소떡볶이,55,20,192553,73390,70,30,0.08440367,0.005622965,0.053235108,0.089282238,0.7,0.3,3
1074,한식,소소린,31,28,97981,36400,85,7,0.040366972,0.00799053,0.027088389,0.044282238,0.85,0.07,3
1075,주점,소소한일상의별난주점,91,23,148976,43800,0,8,0.150458716,0.006510802,0.041187191,0.053284672,0,0.08,1
1076,카페,소프트리(SOFTREE),93,6,91083,109500,0,16,0.15412844,0.001479728,0.02518127,0.133211679,0,0.16,1
1077,한식,소플러스,47,18,1700510,657162,27,0,0.069724771,0.005031074,0.470146316,0.799467153,0.27,0,5
1078,기타 외식,소한마리몽땅무쏘,54,48,559276,121800,35,35,0.082568807,0.013909441,0.154624556,0.148175182,0.35,0.35,1
1079,한식,손군부대찌개,27,8,169206,88900,50,0,0.033027523,0.002071619,0.046780264,0.108150852,0.5,0,3
1080,한식,손문대구막창갈매기살,138,25,154531,114070,0,24,0.236697248,0.007102693,0.042723005,0.13877129,0,0.24,4
1081,한식,송담추어탕,131,92,393135,92000,18,11,0.223853211,0.026931045,0.108690856,0.111922141,0.18,0.11,1
1082,제과제빵,송사부수제쌀고로케,40,76,492560,64050,72,26,0.056880734,0.022195916,0.136179303,0.077919708,0.72,0.26,3
1083,한식,송옥,11,6,805081,139800,100,0,0.003669725,0.001479728,0.222583298,0.170072993,1,0,3
1084,한식,송주불냉면앤칼국수,190,46,85882,43350,23,6,0.332110092,0.01331755,0.023743328,0.052737226,0.23,0.06,4
1085,분식,송촌꼬마김밥,65,35,81477,43710,0,8,0.102752294,0.010062149,0.022525459,0.053175182,0,0.08,1
1086,한식,송화삼계탕&닭갈비,44,6,291236,109700,16,0,0.064220183,0.001479728,0.080518411,0.133454988,0.16,0,1
1087,기타 외식,쇼부,42,20,77495,90250,50,70,0.060550459,0.005622965,0.021424539,0.109793187,0.5,0.7,0
1088,한식,수김밥,70,19,238166,81300,10,0,0.111926606,0.00532702,0.065845925,0.098905109,0.1,0,1
1089,기타 외식,수내닭꼬치,57,158,111940,42140,40,16,0.088073394,0.046463451,0.030947693,0.051265207,0.4,0.16,1
1090,기타 외식,수누리,216,20,662027,96200,0,0,0.379816514,0.005622965,0.183032557,0.11703163,0,0,4
1091,주점,수맥집,47,17,145195,41000,29,17,0.069724771,0.004735129,0.040141842,0.049878345,0.29,0.17,1
1092,치킨,수상한탕수육,40,49,11269,7458,4,91,0.056880734,0.014205386,0.003114758,0.009072993,0.04,0.91,0
1093,기타 외식,수유다래함박스텍,11,13,237246,46100,100,0,0.003669725,0.003551347,0.065591569,0.056082725,1,0,3
1094,분식,수유리우동집,86,88,212949,82500,25,9,0.141284404,0.025747263,0.058874075,0.100364964,0.25,0.09,1
1095,한식,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,103,17,510488,80000,0,5,0.172477064,0.004735129,0.141135933,0.097323601,0,0.05,1
1096,치킨,수준이 다른 치킨,41,14,406900,68800,64,7,0.058715596,0.003847292,0.112496523,0.083698297,0.64,0.07,3
1097,분식,수철이네왕새우튀김,61,46,221226,52230,19,26,0.095412844,0.01331755,0.061162452,0.063540146,0.19,0.26,1
1098,중/일식,수코미치,49,10,256951,69000,80,50,0.073394495,0.00266351,0.071039493,0.083941606,0.8,0.5,3
1099,기타 외국식,수페부엌,88,5,508923,133450,20,0,0.144954128,0.001183782,0.140703251,0.162347932,0.2,0,1
1100,패스트푸드,수피자,53,45,120372,36300,11,2,0.080733945,0.013021604,0.033278923,0.044160584,0.11,0.02,1
1101,기타 외식,숙달돼지,10,34,662090,130100,41,11,0.001834862,0.009766203,0.183049975,0.158272506,0.41,0.11,1
1102,한식,숙성의미,26,38,37193,114100,100,0,0.031192661,0.010949985,0.010282076,0.138807786,1,0,3
1103,기타 외식,순곱이네,84,28,193427,27080,17,32,0.137614679,0.00799053,0.053476746,0.032944039,0.17,0.32,1
1104,기타 외식,순남시래기,73,74,390541,113300,5,12,0.117431193,0.021604025,0.107973682,0.13783455,0.05,0.12,1
1105,한식,순흥골,140,7,554414,149370,0,14,0.240366972,0.001775673,0.153280339,0.181715328,0,0.14,1
1106,기타 외식,숨비소리,49,7,583380,241340,28,42,0.073394495,0.001775673,0.16128869,0.293600973,0.28,0.42,5
1107,한식,숯겹살집,44,9,197159,87000,11,44,0.064220183,0.002367564,0.054508548,0.105839416,0.11,0.44,0
1108,한식,숯불에닭,70,12,314523,85820,16,8,0.111926606,0.003255401,0.086956666,0.104403893,0.16,0.08,1
1109,기타 외식,숯불의 향기,69,5,185739,81210,20,40,0.110091743,0.001183782,0.051351212,0.09879562,0.2,0.4,0
1110,치킨,숯양두마리치킨,35,5,201326,52050,20,20,0.047706422,0.001183782,0.055660616,0.063321168,0.2,0.2,1
1111,패스트푸드,쉐이크포테이토,110,5,136056,38180,0,20,0.185321101,0.001183782,0.037615145,0.046447689,0,0.2,1
1112,분식,쉐프가만든떡볶이,94,4,116621,60000,0,50,0.155963303,0.000887837,0.032241868,0.072992701,0,0.5,0
1113,한식,쉐프돼지,44,9,100564,48100,22,33,0.064220183,0.002367564,0.027802522,0.058515815,0.22,0.33,1
1114,기타 외식,쉐프의부대찌개,72,56,175219,105685,7,21,0.11559633,0.016277005,0.048442704,0.12857056,0.07,0.21,1
1115,카페,쉬즈베이글 커피,28,24,319403,53890,66,4,0.034862385,0.006806748,0.08830586,0.065559611,0.66,0.04,3
1116,제과제빵,슈케익하우스(Chou Cake House),53,19,210685,58000,47,21,0.080733945,0.00532702,0.058248138,0.070559611,0.47,0.21,1
1117,분식,슈퍼떡볶킹,32,18,15891,41350,27,0,0.042201835,0.005031074,0.004392622,0.050304136,0.27,0,1
1118,카페,슈퍼사이즈커피,77,13,76213,46410,0,7,0.124770642,0.003551347,0.021070099,0.056459854,0,0.07,1
1119,카페,슈퍼커피,86,32,147302,65698,9,21,0.141284404,0.009174312,0.040724373,0.079924574,0.09,0.21,1
1120,기타 외식,스마일핫도그&커피,39,4,96000,52050,50,25,0.055045872,0.000887837,0.026540694,0.063321168,0.5,0.25,3
1121,카페,스무디킹(SMOOTHIEKING),217,113,183189,148500,30,9,0.381651376,0.033145901,0.050646203,0.180656934,0.3,0.09,4
1122,중/일식,스시노칸도,28,4,1105834,115110,100,0,0.034862385,0.000887837,0.305733743,0.140036496,1,0,3
1123,중/일식,스시아오,43,6,568138,112450,50,0,0.062385321,0.001479728,0.157074671,0.136800487,0.5,0,3
1124,중/일식,스시오블랙컨테이너,96,21,907018,147070,0,9,0.159633028,0.005918911,0.250766248,0.178917275,0,0.09,5
1125,중/일식,스시웨이,126,28,434162,105620,7,28,0.214678899,0.00799053,0.120033763,0.128491484,0.07,0.28,1
1126,중/일식,스시한판,80,6,636811,110500,0,16,0.130275229,0.001479728,0.176060984,0.134428224,0,0.16,1
1127,분식,스쿨스토어,119,13,408012,39050,7,76,0.201834862,0.003551347,0.112803963,0.047506083,0.07,0.76,0
1128,분식,스쿨푸드,143,59,765455,167300,22,23,0.24587156,0.017164842,0.211627731,0.203527981,0.22,0.23,5
1129,한식,스타곱스,11,32,1450,63600,100,3,0.003669725,0.009174312,0.000400058,0.077372263,1,0.03,3
1130,중/일식,스타동,38,9,458530,66550,11,0,0.053211009,0.002367564,0.126770886,0.080961071,0.11,0,1
1131,기타 외국식,스탠딩스테이크,57,43,147343,53270,39,20,0.088073394,0.012429713,0.040735709,0.064805353,0.39,0.2,1
1132,패스트푸드,스테프핫도그,227,49,123642,92917,18,38,0.4,0.014205386,0.034182994,0.113037713,0.18,0.38,4
1133,제과제빵,스트릿츄러스,84,66,213055,84512,24,13,0.137614679,0.01923646,0.058903382,0.102812652,0.24,0.13,1
1134,기타 외국식,스파게티스토리,130,42,236612,50620,40,0,0.222018349,0.012133767,0.065416284,0.061581509,0.4,0,1
1135,기타 외국식,스파게티스토리까르보네,112,31,185999,104740,3,16,0.188990826,0.008878366,0.051423096,0.127420925,0.03,0.16,1
1136,기타 외식,스푼더마켓,97,15,776425,327600,0,53,0.16146789,0.004143238,0.214660653,0.398540146,0,0.53,5
1137,기타 외국식,스푼필라프,36,31,177282,38500,38,25,0.049541284,0.008878366,0.04901307,0.046836983,0.38,0.25,1
1138,기타 외식,승승,24,36,440817,138650,100,0,0.027522936,0.010358094,0.121873699,0.168673966,1,0,3
1139,한식,시골애,142,19,485817,117700,0,0,0.244036697,0.00532702,0.134315038,0.143187348,0,0,4
1140,한식,시골통돼지볶음,116,18,284284,26292,5,16,0.196330275,0.005031074,0.078596363,0.031985401,0.05,0.16,1
1141,제과제빵,시나본(CINNABON),26,25,151286,113180,100,12,0.031192661,0.007102693,0.041825847,0.137688564,1,0.12,3
1142,한식,시루향기,156,51,393211,112650,0,25,0.269724771,0.014797277,0.108711868,0.137043796,0,0.25,4
1143,중/일식,시오도메,91,7,192126,120500,14,14,0.150458716,0.001775673,0.053117053,0.146593674,0.14,0.14,1
1144,주점,시장통,95,3,183476,42800,0,66,0.157798165,0.000591891,0.050725551,0.052068127,0,0.66,0
1145,주점,식감이야기,36,14,316762,97600,50,0,0.049541284,0.003847292,0.087575692,0.118734793,0.5,0,3
1146,제과제빵,식빵이맛있는집 네모,38,11,79010,86050,0,45,0.053211009,0.002959455,0.021843397,0.104683698,0,0.45,0
1147,한식,신가네정읍국밥,67,9,314120,199898,33,0,0.106422018,0.002367564,0.086845247,0.243184915,0.33,0,1
1148,중/일식,신기소,257,21,204048,146400,19,9,0.455045872,0.005918911,0.056413179,0.17810219,0.19,0.09,4
1149,한식,신단설렁탕,79,8,147273,35200,37,50,0.128440367,0.002071619,0.040716356,0.042822384,0.37,0.5,0
1150,분식,신대장 떡볶이,46,17,248910,42700,35,5,0.067889908,0.004735129,0.068816364,0.051946472,0.35,0.05,1
1151,기타 외식,신도세기,33,9,1446589,235250,55,0,0.044036697,0.002367564,0.39994371,0.286192214,0.55,0,5
1152,분식,신떡,233,34,98374,39390,8,35,0.411009174,0.009766203,0.027197044,0.047919708,0.08,0.35,4
1153,제과제빵,신라명과,450,10,72655,106800,0,10,0.809174312,0.00266351,0.020086404,0.129927007,0,0.1,4
1154,중/일식,신룽푸마라탕,21,44,421933,68630,100,0,0.022018349,0.012725658,0.11665276,0.083491484,1,0,3
1155,한식,신마포갈매기,152,137,580550,135350,5,19,0.262385321,0.040248594,0.160506268,0.164659367,0.05,0.19,4
1156,분식,신만용신가네매운떡볶이,84,28,129359,73150,0,0,0.137614679,0.00799053,0.035763597,0.088990268,0,0,1
1157,기타 외식,신복관,67,18,585522,91000,16,0,0.106422018,0.005031074,0.161880898,0.110705596,0.16,0,1
1158,한식,신사부대찌개&품격삼겹살,64,20,246199,126800,45,35,0.100917431,0.005622965,0.068066843,0.154257908,0.45,0.35,1
1159,기타 외식,신사소곱창,103,9,546304,46310,11,0,0.172477064,0.002367564,0.151038133,0.0563382,0.11,0,1
1160,한식,신의주부대찌개,99,15,260137,95170,0,6,0.165137615,0.004143238,0.07192034,0.115778589,0,0.06,1
1161,한식,신의주찹쌀순대,164,160,434069,96570,15,8,0.28440367,0.047055342,0.120008051,0.117481752,0.15,0.08,4
1162,한식,신정골,221,10,112895,103700,10,20,0.388990826,0.00266351,0.031211726,0.126155718,0.1,0.2,4
1163,치킨,신진통닭,21,5,477172,49380,100,0,0.022018349,0.001183782,0.131924918,0.060072993,1,0,3
1164,분식,신참떡볶이,189,215,163694,44550,24,12,0.330275229,0.063332347,0.045256339,0.05419708,0.24,0.12,4
1165,한식,신촌설렁탕,214,52,421016,28500,5,0,0.376146789,0.015093223,0.116399233,0.034671533,0.05,0,4
1166,치킨,신통치킨,158,256,55160,39700,11,16,0.273394495,0.075466114,0.015249488,0.048296837,0.11,0.16,4
1167,분식,신포우리만두,430,113,355488,130091,11,9,0.772477064,0.033145901,0.098282432,0.158261557,0.11,0.09,4
1168,분식,신화신가네매운떡볶이,123,9,96543,32780,11,44,0.209174312,0.002367564,0.026690819,0.039878345,0.11,0.44,0
1169,제과제빵,심봉사도로케,60,63,109606,40100,38,53,0.093577982,0.018348624,0.030302402,0.048783455,0.38,0.53,0
1170,기타 외식,심야스테이크,44,4,168839,48000,25,0,0.064220183,0.000887837,0.046678798,0.058394161,0.25,0,1
1171,중/일식,심야오뎅,46,27,155182,52390,11,29,0.067889908,0.007694584,0.04290299,0.063734793,0.11,0.29,1
1172,기타 외식,심청아배고파,170,13,243521,59400,15,15,0.295412844,0.003551347,0.067326445,0.072262774,0.15,0.15,4
1173,분식,심할머니안흥찐빵만두,59,29,118594,66910,31,0,0.091743119,0.008286475,0.032787352,0.081399027,0.31,0,1
1174,기타 외식,싱글벙글복어,109,13,136653,164380,0,7,0.183486239,0.003551347,0.0377802,0.199975669,0,0.07,1
1175,기타 외식,싱싱난리부르스,67,10,171649,72400,10,70,0.106422018,0.00266351,0.047455691,0.088077859,0.1,0.7,0
1176,분식,싸다김밥,31,25,703545,79200,56,0,0.040366972,0.007102693,0.194511213,0.096350365,0.56,0,3
1177,기타 외식,싸움의고수,70,106,265505,79000,34,1,0.111926606,0.031074282,0.073404454,0.096107056,0.34,0.01,1
1178,한식,쌀눈쌀 현미누룽지,59,46,15656,19700,8,58,0.091743119,0.01331755,0.004327651,0.023965937,0.08,0.58,0
1179,제과제빵,쌀똑핫도그,49,25,150614,29700,64,4,0.073394495,0.007102693,0.041640056,0.036131387,0.64,0.04,3
1180,치킨,쌀쌀맞은닭,78,32,173002,85840,28,12,0.126605505,0.009174312,0.04782976,0.104428224,0.28,0.12,1
1181,치킨,쌀통닭,94,91,172419,62000,6,23,0.155963303,0.026635099,0.047668576,0.075425791,0.06,0.23,1
1182,한식,쌈촌,120,49,286798,162800,2,2,0.203669725,0.014205386,0.079291419,0.198053528,0.02,0.02,1
1183,기타 외식,썬더치킨,183,344,100169,46200,7,14,0.319266055,0.101509322,0.027693315,0.05620438,0.07,0.14,4
1184,한식,쎌빠,130,7,291098,125750,0,14,0.222018349,0.001775673,0.080480258,0.152980535,0,0.14,1
1185,기타 외국식,쏘렌토,341,7,356250,194700,0,0,0.609174312,0.001775673,0.098493105,0.236861314,0,0,4
1186,기타 외식,쏘쏘맥주집,106,18,122120,26300,11,55,0.177981651,0.005031074,0.0337622,0.031995134,0.11,0.55,0
1187,중/일식,쏘핫 마라탕 마라샹궈,34,8,138811,55000,75,0,0.04587156,0.002071619,0.038376831,0.066909976,0.75,0,3
1188,기타 외국식,쏭스클럽핫도그,77,54,57259,52500,9,7,0.124770642,0.015685114,0.015829807,0.063868613,0.09,0.07,1
1189,기타 외국식,쑝쑝돈까스,49,63,280885,60069,55,7,0.073394495,0.018348624,0.077656627,0.073076642,0.55,0.07,3
1190,패스트푸드,쑤와리질러,66,17,158336,57150,41,29,0.104587156,0.004735129,0.04377499,0.069525547,0.41,0.29,1
1191,주점,쓰리몽키즈,29,7,196667,74720,71,0,0.036697248,0.001775673,0.054372522,0.090900243,0.71,0,3
1192,치킨,씨에프숯불바베큐치킨,269,36,53252,39050,0,16,0.47706422,0.010358094,0.014721975,0.047506083,0,0.16,4
1193,기타 외식,아그집쭈꾸미,142,17,523982,85900,0,0,0.244036697,0.004735129,0.144866676,0.104501217,0,0,1
1194,기타 외식,아낙촌,129,4,326752,115500,0,25,0.220183486,0.000887837,0.090337669,0.140510949,0,0.25,1
1195,기타 외국식,아날로그키친,62,5,524684,90650,0,20,0.097247706,0.001183782,0.145060761,0.110279805,0,0.2,1
1196,분식,아딸,65,36,106392,83400,22,11,0.102752294,0.010358094,0.029413814,0.101459854,0.22,0.11,1
1197,카페,아로이커피,81,9,153221,123250,22,33,0.132110092,0.002367564,0.042360824,0.149939173,0.22,0.33,1
1198,기타 외국식,아리가또맘마,120,50,209750,59312,34,42,0.203669725,0.014501332,0.057989634,0.072155718,0.34,0.42,0
1199,제과제빵,아리랑수제핫도그,71,39,109437,41628,7,43,0.113761468,0.011245931,0.030255678,0.050642336,0.07,0.43,0
1200,카페,아리스타,157,48,161100,89320,4,31,0.271559633,0.013909441,0.044539165,0.1086618,0.04,0.31,4
1201,치킨,아리아리닭강정,110,17,46324,52500,17,29,0.185321101,0.004735129,0.012806562,0.063868613,0.17,0.29,1
1202,카페,아마떼,112,24,120554,99220,4,12,0.188990826,0.006806748,0.033329242,0.120705596,0.04,0.12,1
1203,카페,아마스빈,151,125,403777,66600,38,0,0.260550459,0.036697248,0.111633094,0.081021898,0.38,0,4
1204,카페,아마스빈코리아,85,67,425034,66600,29,5,0.139449541,0.019532406,0.117510107,0.081021898,0.29,0.05,1
1205,주점,아벡 데 프리츠,119,30,80075,44350,6,16,0.201834862,0.008582421,0.022137842,0.053953771,0.06,0.16,1
1206,한식,아부찌부대찌개,29,41,169735,23650,73,2,0.036697248,0.011837822,0.046926519,0.02877129,0.73,0.02,3
1207,기타 외식,아비꼬,140,88,470243,122900,18,11,0.240366972,0.025747263,0.130009229,0.149513382,0.18,0.11,4
1208,한식,아빠곰탕,66,24,230511,108200,20,54,0.104587156,0.006806748,0.063729515,0.13163017,0.2,0.54,0
1209,치킨,아웃닭,125,64,553944,93350,14,0,0.212844037,0.018644569,0.153150396,0.113564477,0.14,0,1
1210,패스트푸드,아이러브피자,166,28,98578,46000,0,21,0.288073394,0.00799053,0.027253444,0.055961071,0,0.21,4
1211,치킨,아이러브피자&치킨,32,22,286563,55000,40,13,0.042201835,0.006214856,0.079226447,0.066909976,0.4,0.13,1
1212,치킨,아이벗치킨,75,30,130255,36100,30,10,0.121100917,0.008582421,0.036011318,0.043917275,0.3,0.1,1
1213,기타 외국식,아인방,71,6,1039751,439000,16,16,0.113761468,0.001479728,0.287463498,0.53406326,0.16,0.16,5
1214,카페,아임일리터,47,40,266211,79600,45,0,0.069724771,0.011541876,0.073599644,0.096836983,0.45,0,1
1215,카페,아임홈,36,6,350425,127200,0,33,0.049541284,0.001479728,0.096882643,0.154744526,0,0.33,1
1216,기타 외식,아자부,38,12,172667,282000,50,25,0.053211009,0.003255401,0.047737142,0.343065693,0.5,0.25,1
1217,한식,아재불닭발,50,13,237972,21130,61,0,0.075229358,0.003551347,0.065792289,0.025705596,0.61,0,3
1218,기타 외식,아재불닭발,50,8,237972,21130,100,0,0.075229358,0.002071619,0.065792289,0.025705596,1,0,3
1219,치킨,아주커,272,57,241479,32300,5,14,0.482568807,0.016572951,0.066761884,0.039294404,0.05,0.14,4
1220,한식,아지야가꿉으께,39,6,248596,28400,16,50,0.055045872,0.001479728,0.068729551,0.034549878,0.16,0.5,0
1221,치킨,아침닭,62,16,109352,18200,37,100,0.097247706,0.004439183,0.030232178,0.022141119,0.37,1,0
1222,카페,아틀리에빈,60,44,175243,79800,20,0,0.093577982,0.012725658,0.048449339,0.097080292,0.2,0,1
1223,중/일식,아프로,82,4,269374,116600,0,25,0.133944954,0.000887837,0.074474132,0.141849148,0,0.25,1
1224,카페,아프리카커피초콜릿,57,9,101177,79000,33,0,0.088073394,0.002367564,0.027972001,0.096107056,0.33,0,1
1225,카페,아필코(APILCO),42,4,472542,236000,50,0,0.060550459,0.000887837,0.130644843,0.287104623,0.5,0,5
