id,업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률,개월수_r,가맹점수_r,평균매출액_r,창업비용_r,개점률_r,폐점률_r,레이블
1226,한식,안동국밥곰탕,93,31,274169,147000,6,48,0.15412844,0.008878366,0.075799826,0.178832117,0.06,0.48,0
1227,한식,안동본가국밥,80,29,394621,91850,10,27,0.130275229,0.008286475,0.109101697,0.111739659,0.1,0.27,1
1228,기타 외식,안동한우곱창,67,17,228584,85600,52,17,0.106422018,0.004735129,0.06319675,0.104136253,0.52,0.17,1
1229,기타 외국식,안디아모티볼리 (Andiamo Tivoli),26,5,524551,160100,100,0,0.031192661,0.001183782,0.14502399,0.194768856,1,0,3
1230,치킨,안심치킨,60,28,148118,95950,28,35,0.093577982,0.00799053,0.040949976,0.116727494,0.28,0.35,1
1231,주점,안춘배씨,55,5,103482,73150,20,80,0.08440367,0.001183782,0.028609274,0.088990268,0.2,0.8,0
1232,분식,알리바바쏙쏙김밥,34,6,153309,66250,100,16,0.04587156,0.001479728,0.042385154,0.080596107,1,0.16,3
1233,카페,알리바바카페(ALIBABA CAFE),57,36,66184,143700,44,33,0.088073394,0.010358094,0.018297339,0.174817518,0.44,0.33,1
1234,분식,알면 통하는 떡볶이,50,9,114368,28400,44,33,0.075229358,0.002367564,0.031618972,0.034549878,0.44,0.33,1
1235,분식,알촌,119,21,190778,78300,4,14,0.201834862,0.005918911,0.052744366,0.095255474,0.04,0.14,1
1236,치킨,알통떡강정,110,150,107173,27600,16,6,0.185321101,0.044095886,0.02962974,0.033576642,0.16,0.06,1
1237,주점,압구정 봉구비어,102,370,126594,68100,3,19,0.170642202,0.109203906,0.034999146,0.082846715,0.03,0.19,1
1238,기타 외식,앗싸곱창,194,30,229508,37750,13,6,0.339449541,0.008582421,0.063452212,0.045924574,0.13,0.06,4
1239,치킨,앗싸마늘닭,77,9,142810,48200,100,100,0.124770642,0.002367564,0.039482451,0.05863747,1,1,0
1240,분식,애플김밥,124,21,271038,63250,9,0,0.211009174,0.005918911,0.074934185,0.076946472,0.09,0,1
1241,분식,애플꼬마김밥,23,12,153966,48100,100,0,0.025688073,0.003255401,0.042566798,0.058515815,1,0,3
1242,기타 외식,애플블러썸,57,7,193771,187800,0,14,0.088073394,0.001775673,0.053571853,0.228467153,0,0.14,1
1243,제과제빵,앤티앤스,164,218,272533,92800,12,7,0.28440367,0.064220183,0.075347514,0.112895377,0.12,0.07,4
1244,중/일식,야끼화로,71,7,519933,105600,28,14,0.113761468,0.001775673,0.143747232,0.128467153,0.28,0.14,1
1245,치킨,야들리애,155,31,203884,124220,9,32,0.267889908,0.008878366,0.056367837,0.151119221,0.09,0.32,4
1246,중/일식,야미가,62,24,460108,66240,0,25,0.097247706,0.006806748,0.127207163,0.080583942,0,0.25,1
1247,한식,약초마을,175,7,315143,13000,0,28,0.304587156,0.001775673,0.08712808,0.015815085,0,0.28,4
1248,분식,얌샘,174,23,165527,61100,0,86,0.302752294,0.006510802,0.045763116,0.0743309,0,0.86,0
1249,한식,얌샘김밥,65,169,263206,63050,40,8,0.102752294,0.049718852,0.072768839,0.076703163,0.4,0.08,1
1250,기타 외식,얌스,135,25,340961,56350,12,4,0.231192661,0.007102693,0.094266091,0.068552311,0.12,0.04,1
1251,치킨,양계장집아들,61,55,144457,59230,14,18,0.095412844,0.015981059,0.039937804,0.072055961,0.14,0.18,1
1252,한식,양마니순대곱창,48,8,112194,84600,25,62,0.071559633,0.002071619,0.031017917,0.102919708,0.25,0.62,0
1253,기타 외식,양연화로,49,7,873116,139200,14,0,0.073394495,0.001775673,0.24139322,0.169343066,0.14,0,5
1254,한식,양철식당,45,8,382785,118500,25,37,0.066055046,0.002071619,0.105829348,0.144160584,0.25,0.37,1
1255,한식,양평서울해장국 큰아들집,43,8,334190,102900,12,37,0.062385321,0.002071619,0.092394084,0.125182482,0.12,0.37,1
1256,한식,어머나생고기,62,15,331018,130600,0,33,0.097247706,0.004143238,0.091517108,0.158880779,0,0.33,1
1257,한식,어명이요,65,3,362284,68450,33,33,0.102752294,0.000591891,0.10016135,0.083272506,0.33,0.33,1
1258,기타 외식,어묵나라,277,25,369656,60300,44,36,0.491743119,0.007102693,0.102199518,0.073357664,0.44,0.36,4
1259,한식,어바웃샤브,190,11,331780,81200,0,9,0.332110092,0.002959455,0.091727781,0.098783455,0,0.09,4
1260,카페,어벤더치커피,48,45,195280,89150,20,2,0.071559633,0.013021604,0.053989053,0.108454988,0.2,0.02,1
1261,한식,어부의 밥상,67,6,948934,144650,16,16,0.106422018,0.001479728,0.262354941,0.175973236,0.16,0.16,5
1262,기타 외식,어사출또,59,102,766352,191440,16,7,0.091743119,0.0298905,0.211875728,0.232895377,0.16,0.07,5
1263,한식,어죽이네철렵국,178,17,153101,17500,0,11,0.310091743,0.004735129,0.042327647,0.021289538,0,0.11,4
1264,기타 외식,어처구니없는두릉도원북촌순두부,113,31,542396,19520,41,6,0.190825688,0.008878366,0.149957672,0.023746959,0.41,0.06,1
1265,기타 외식,어풍당당,35,7,842323,159300,57,0,0.047706422,0.001775673,0.23287975,0.19379562,0.57,0,5
1266,분식,엄청난떡볶이,70,17,155863,32700,0,23,0.111926606,0.004735129,0.043091269,0.039781022,0,0.23,1
1267,기타 외식,엉뚱한상상,46,26,105633,65300,23,61,0.067889908,0.007398639,0.02920397,0.079440389,0.23,0.61,0
1268,분식,엉클박스,57,5,203500,71950,0,20,0.088073394,0.001183782,0.056261671,0.087530414,0,0.2,1
1269,기타 외식,엉클부대찌개,46,19,271002,73050,47,0,0.067889908,0.00532702,0.074924232,0.088868613,0.47,0,3
1270,기타 외국식,엉클인더키친,23,2,541812,81650,100,0,0.025688073,0.000295946,0.149796211,0.0993309,1,0,3
1271,한식,엉터리 해장국&감자탕&곱창전골,40,11,562781,205800,0,9,0.056880734,0.002959455,0.155593598,0.250364964,0,0.09,5
1272,한식,엉터리생고기,176,61,613348,188700,0,16,0.306422018,0.017756733,0.169574069,0.229562044,0,0.16,4
1273,한식,엉터리생고기 두번째이야기 무한삼겹,61,106,461095,199700,2,35,0.095412844,0.031074282,0.127480043,0.242944039,0.02,0.35,1
1274,기타 외식,에그드랍(EGG DROP),40,143,379545,97450,74,0,0.056880734,0.042024268,0.104933572,0.118552311,0.74,0,3
1275,패스트푸드,에그셀런트,25,32,216081,117950,100,0,0.029357798,0.009174312,0.059739993,0.143491484,1,0,3
1276,치킨,에디슨치킨,132,12,29247,30826,0,8,0.225688073,0.003255401,0.008085212,0.037501217,0,0.08,1
1277,카페,에맥앤볼리오스(Emack & Bolio's),41,6,159322,106050,16,0,0.058715596,0.001479728,0.044047593,0.129014599,0.16,0,1
1278,카페,에슬로우커피(ESLOW COFFEE),72,23,225477,50300,30,8,0.11559633,0.006510802,0.062337744,0.061192214,0.3,0.08,1
1279,기타 외식,에쎄레젤라또,74,2,185209,266830,0,100,0.119266055,0.000295946,0.051204681,0.324610706,0,1,0
1280,카페,에이바우트커피,45,26,634916,419000,65,0,0.066055046,0.007398639,0.175537065,0.50973236,0.65,0,5
1281,기타 외식,엑소엑소 푸드카페,45,326,59630,69020,44,2,0.066055046,0.096182302,0.016485327,0.083965937,0.44,0.02,1
1282,카페,엑소엑소핫도그앤커피,59,145,54624,69020,0,9,0.091743119,0.042616159,0.015101297,0.083965937,0,0.09,1
1283,카페,엔제리너스,169,483,280561,310756,3,18,0.293577982,0.142645753,0.077567049,0.378048662,0.03,0.18,4
1284,주점,엘리팝,159,68,191565,74930,14,20,0.275229358,0.019828352,0.052961951,0.091155718,0.14,0.2,4
1285,패스트푸드,엘리펀트피자(ELEPHANT PIZZA),32,7,256187,41800,42,0,0.042201835,0.001775673,0.070828267,0.050851582,0.42,0,3
1286,카페,엘아르카,49,9,74775,105300,11,0,0.073394495,0.002367564,0.020672529,0.12810219,0.11,0,1
1287,패스트푸드,엘에이치씨피자탑(LHC PIZZA TOP),30,21,299964,58600,80,0,0.03853211,0.005918911,0.082931478,0.071289538,0.8,0,3
1288,치킨,엠에프씨 멕시칸치킨(MFC 멕시칸치킨),37,6,130494,35800,16,33,0.051376147,0.001479728,0.036077395,0.043552311,0.16,0.33,1
1289,분식,여우愛,29,9,206001,62400,88,0,0.036697248,0.002367564,0.056953133,0.075912409,0.88,0,3
1290,한식,여장군,59,17,192476,51532,52,23,0.091743119,0.004735129,0.053213819,0.062690998,0.52,0.23,3
1291,한식,역전국밥,11,10,701638,83400,100,0,0.003669725,0.00266351,0.193983977,0.101459854,1,0,3
1292,분식,역전우동0410,107,114,373280,84743,16,1,0.179816514,0.033441847,0.103201461,0.103093674,0.16,0.01,1
1293,주점,역전할머니맥주1982,52,385,667973,73860,60,0,0.078899083,0.11364309,0.184676473,0.089854015,0.6,0,3
1294,기타 외식,연막술,94,8,476109,94050,12,50,0.155963303,0.002071619,0.131631026,0.114416058,0.12,0.5,0
1295,한식,연안식당,39,209,904846,127375,53,8,0.055045872,0.061556674,0.250165746,0.154957421,0.53,0.08,5
1296,기타 외식,연어로만,67,18,205552,140250,22,11,0.106422018,0.005031074,0.056828996,0.170620438,0.22,0.11,1
1297,기타 외식,연타발,119,6,3616977,254125,0,0,0.201834862,0.001479728,1,0.309154501,0,0,5
1298,중/일식,열도분식,57,6,230669,53761,33,0,0.088073394,0.001479728,0.063773198,0.065402676,0.33,0,1
1299,한식,열선수애호박돼지국밥,45,11,129066,64625,9,9,0.066055046,0.002959455,0.03568259,0.078619221,0.09,0.09,1
1300,한식,열정담은 국물집,40,13,155694,82300,69,0,0.056880734,0.003551347,0.043044545,0.100121655,0.69,0,3
1301,분식,열정분식소,33,38,337066,72400,68,5,0.044036697,0.010949985,0.093189224,0.088077859,0.68,0.05,3
1302,치킨,영 아맛나,37,7,130303,15970,14,0,0.051376147,0.001775673,0.036024589,0.019428224,0.14,0,1
1303,패스트푸드,영구스피자,164,45,146610,90800,22,24,0.28440367,0.013021604,0.040533053,0.110462287,0.22,0.24,4
1304,기타 외국식,영칼로리 쌀국수,29,26,38475,27280,92,7,0.036697248,0.007398639,0.010636515,0.033187348,0.92,0.07,3
1305,기타 외식,예가수제순대,38,5,314413,84800,20,0,0.053211009,0.001183782,0.086926254,0.103163017,0.2,0,1
1306,한식,예향정,67,41,425277,162000,4,17,0.106422018,0.011837822,0.11757729,0.197080292,0.04,0.17,1
1307,패스트푸드,옐로우피자(YELLOW PIZZA),84,22,285582,53680,45,9,0.137614679,0.006214856,0.078955226,0.065304136,0.45,0.09,1
1308,한식,옛날농장,242,16,1081265,125516,6,0,0.427522936,0.004439183,0.298941049,0.152695864,0.06,0,5
1309,카페,오가다,132,91,119266,142100,20,20,0.225688073,0.026635099,0.032973143,0.172871046,0.2,0.2,1
1310,기타 외식,오공복이,64,20,291766,75620,25,5,0.100917431,0.005622965,0.080664943,0.091995134,0.25,0.05,1
1311,한식,오과장대패&샐러드바,25,11,271943,66000,100,0,0.029357798,0.002959455,0.075184394,0.080291971,1,0,3
1312,기타 외식,오늘김해생뒷고기,84,24,366577,49900,8,12,0.137614679,0.006806748,0.101348254,0.060705596,0.08,0.12,1
1313,카페,"오늘도, 카페일리터",62,38,117478,42900,97,0,0.097247706,0.010949985,0.032478807,0.052189781,0.97,0,3
1314,분식,오늘애김밥(오늘愛김밥),56,10,584982,65645,50,0,0.086238532,0.00266351,0.161731602,0.079860097,0.5,0,3
1315,치킨,오늘통닭,150,55,220328,60200,34,23,0.258715596,0.015981059,0.060914179,0.07323601,0.34,0.23,4
1316,한식,오늘한점,129,14,272857,162295,0,35,0.220183486,0.003847292,0.075437092,0.197439173,0,0.35,1
1317,기타 외식,오니기리와이규동,143,58,176132,61730,3,8,0.24587156,0.016868896,0.048695125,0.075097324,0.03,0.08,4
1318,치킨,오닭꼬치,56,96,122267,42295,30,0,0.086238532,0.028114827,0.033802842,0.051453771,0.3,0,1
1319,한식,오덕후,31,8,193723,30480,37,0,0.040366972,0.002071619,0.053558582,0.037080292,0.37,0,1
1320,주점,오땅비어,83,31,131778,51260,0,19,0.135779817,0.008878366,0.036432388,0.062360097,0,0.19,1
1321,분식,오떡,89,51,181793,54404,41,31,0.146788991,0.014797277,0.050260245,0.066184915,0.41,0.31,1
1322,분식,오떡후,28,68,110737,45600,95,13,0.034862385,0.019828352,0.030615094,0.055474453,0.95,0.13,3
1323,분식,오로지라멘,11,2,23402,58080,100,0,0.003669725,0.000295946,0.00646922,0.070656934,1,0,3
1324,패스트푸드,오르새피자,49,28,228800,59100,32,21,0.073394495,0.00799053,0.063256468,0.07189781,0.32,0.21,1
1325,기타 외식,오리도니,50,66,93073,36440,37,27,0.075229358,0.01923646,0.025731454,0.0443309,0.37,0.27,1
1326,치킨,오리지널 팔칠(87')닭강정,62,20,122396,38500,35,15,0.097247706,0.005622965,0.033838507,0.046836983,0.35,0.15,1
1327,패스트푸드,오리지널시카고,75,14,380343,227700,28,14,0.121100917,0.003847292,0.105154198,0.277007299,0.28,0.14,1
1328,분식,오마뎅,47,94,163028,79250,39,10,0.069724771,0.027522936,0.045072207,0.096411192,0.39,0.1,1
1329,주점,오말짜비어,82,6,90000,46200,16,33,0.133944954,0.001479728,0.024881849,0.05620438,0.16,0.33,1
1330,기타 외식,오목집,35,10,967100,135800,40,0,0.047706422,0.00266351,0.267377371,0.165206813,0.4,0,5
1331,분식,오별난멸치국수,69,22,548167,84400,31,27,0.110091743,0.006214856,0.151553204,0.102676399,0.31,0.27,1
1332,한식,오복미역,65,52,541683,172750,7,19,0.102752294,0.015093223,0.149760546,0.210158151,0.07,0.19,1
1333,한식,오봉도시락,129,85,120479,49500,8,30,0.220183486,0.024859426,0.033308506,0.060218978,0.08,0.3,1
1334,치킨,오부장치킨,69,37,224020,29100,13,8,0.110091743,0.01065404,0.061934921,0.03540146,0.13,0.08,1
1335,치킨,오븐마루,74,151,219686,51700,17,17,0.119266055,0.044391832,0.060736682,0.062895377,0.17,0.17,1
1336,치킨,오븐에 꾸운 닭,138,161,168122,137200,3,13,0.236697248,0.047351287,0.046480566,0.166909976,0.03,0.13,4
1337,한식,오븐에 빠진 막창,51,35,114545,18720,42,0,0.07706422,0.010062149,0.031667908,0.022773723,0.42,0,1
1338,치킨,오븐에빠진닭,152,97,232348,106590,6,24,0.262385321,0.028410772,0.064237398,0.129671533,0.06,0.24,4
1339,주점,오비베어(OB BEAR),86,12,154470,55550,0,0,0.141284404,0.003255401,0.042706141,0.067579075,0,0,1
1340,치킨,오빠담치킨,33,11,109256,13400,36,90,0.044036697,0.002959455,0.030205636,0.016301703,0.36,0.9,0
1341,주점,오사카부루스,57,67,449394,58190,23,47,0.088073394,0.019532406,0.124245018,0.070790754,0.23,0.47,0
1342,한식,오술차,71,27,289277,58850,11,18,0.113761468,0.007694584,0.079976798,0.071593674,0.11,0.18,1
1343,카페,오슬로(o'slo),51,8,166376,131731,25,25,0.07706422,0.002071619,0.045997842,0.160256691,0.25,0.25,1
1344,기타 외식,오식야주육회관,54,7,303103,54450,14,14,0.082568807,0.001775673,0.083799331,0.066240876,0.14,0.14,1
1345,중/일식,오와스시,58,10,458246,86400,10,20,0.089908257,0.00266351,0.126692368,0.105109489,0.1,0.2,1
1346,중/일식,오이시라멘,113,6,170258,73290,0,16,0.190825688,0.001479728,0.047071115,0.089160584,0,0.16,1
1347,기타 외식,오장동흥남집,41,6,592980,124500,33,0,0.058715596,0.001479728,0.163942843,0.151459854,0.33,0,1
1348,분식,오정은A김밥,78,21,264049,94710,19,23,0.126605505,0.005918911,0.073001907,0.115218978,0.19,0.23,1
1349,제과제빵,"오직, 그대만",36,5,70173,55450,40,0,0.049541284,0.001183782,0.019400195,0.067457421,0.4,0,1
1350,기타 외식,오징어청춘,131,25,780059,107800,4,20,0.223853211,0.007102693,0.21566536,0.131143552,0.04,0.2,1
1351,기타 외식,오쭈,80,9,391107,96250,0,22,0.130275229,0.002367564,0.108130166,0.117092457,0,0.22,1
1352,주점,오춘자비어,98,60,127415,61330,0,13,0.163302752,0.017460787,0.035226131,0.074610706,0,0.13,1
1353,제과제빵,오케이크(O'CAKE),54,6,268772,53900,16,66,0.082568807,0.001479728,0.074307695,0.065571776,0.16,0.66,0
1354,치킨,오태식해바라기치킨,26,49,79966,36650,100,0,0.031192661,0.014205386,0.022107707,0.044586375,1,0,3
1355,한식,오태호 팔공산돌곱창,24,9,175950,13750,100,0,0.027522936,0.002367564,0.048644806,0.016727494,1,0,3
1356,제과제빵,오페뜨,125,5,239690,191830,0,40,0.212844037,0.001183782,0.066267272,0.23336983,0,0.4,0
1357,주점,오호리준,32,5,383315,92300,40,20,0.042201835,0.001183782,0.105975879,0.112287105,0.4,0.2,1
1358,치킨,오후엔치킨,82,5,171980,58180,0,60,0.133944954,0.001183782,0.047547204,0.070778589,0,0.6,0
1359,한식,옥이네김치찌개와직화삼겹,26,49,25425,28740,100,0,0.031192661,0.014205386,0.007028527,0.034963504,1,0,3
1360,주점,옥탑방오봉자싸롱,86,85,152114,51997,1,25,0.141284404,0.024859426,0.042054767,0.063256691,0.01,0.25,1
1361,치킨,온고지신 통닭元,33,28,199439,28500,10,25,0.044036697,0.00799053,0.055138909,0.034671533,0.1,0.25,1
1362,한식,온누리장작구이,171,9,737564,169890,0,0,0.297247706,0.002367564,0.203916589,0.206678832,0,0,5
1363,한식,온리김치찌개(Only김치찌개),33,27,82582,36410,92,33,0.044036697,0.007694584,0.022830963,0.044294404,0.92,0.33,3
1364,기타 외식,온마리,98,11,190854,60090,27,9,0.163302752,0.002959455,0.052765378,0.07310219,0.27,0.09,1
1365,한식,온채당,61,18,463274,196950,11,5,0.095412844,0.005031074,0.12808248,0.23959854,0.11,0.05,1
1366,분식,올떡,170,93,106103,36899,17,15,0.295412844,0.02722699,0.029333913,0.044889294,0.17,0.15,4
1367,분식,와닭꼬치,102,7,74928,36845,42,100,0.170642202,0.001775673,0.02071483,0.044823601,0.42,1,0
1368,주점,와라와라,200,13,441062,202200,0,100,0.350458716,0.003551347,0.121941435,0.245985401,0,1,0
1369,주점,와바,235,53,210111,212693,0,33,0.414678899,0.015389168,0.058089442,0.258750608,0,0.33,4
1370,주점,와사비,26,7,144924,59750,100,0,0.031192661,0.001775673,0.040066918,0.072688564,1,0,3
1371,기타 외식,와이블랙,22,15,173547,61520,100,0,0.023853211,0.004143238,0.047980439,0.074841849,1,0,3
1372,주점,와인싸롱뱅뱅,29,7,809385,130600,71,14,0.036697248,0.001775673,0.223773242,0.158880779,0.71,0.14,3
1373,주점,와인주막차차,47,13,385984,159220,38,15,0.069724771,0.003551347,0.106713789,0.193698297,0.38,0.15,1
1374,한식,와촌식육식당,67,24,336815,111070,0,4,0.106422018,0.006806748,0.093119829,0.135121655,0,0.04,1
1375,기타 외식,와플대학,70,71,158007,51500,46,8,0.111926606,0.020716188,0.04368403,0.062652068,0.46,0.08,1
1376,기타 외식,완백부대찌개,59,7,560927,118775,14,28,0.091743119,0.001775673,0.155081015,0.144495134,0.14,0.28,1
1377,기타 외식,왓삼,64,9,260946,89700,55,22,0.100917431,0.002367564,0.072144008,0.109124088,0.55,0.22,3
1378,한식,왔쏘,43,10,452522,16500,10,20,0.062385321,0.00266351,0.125109829,0.020072993,0.1,0.2,1
1379,주점,왕빈자전통주막,68,27,194983,47100,51,44,0.108256881,0.007694584,0.05390694,0.05729927,0.51,0.44,0
1380,기타 외식,왕서방왕치킨피자,192,8,66407,44770,12,25,0.335779817,0.002071619,0.018358993,0.05446472,0.12,0.25,4
1381,분식,왕순이 주먹밥 김밥,94,26,139746,47600,3,7,0.155963303,0.007398639,0.038635334,0.057907543,0.03,0.07,1
1382,카페,요거트맨,50,6,25886,85500,50,16,0.075229358,0.001479728,0.007155982,0.104014599,0.5,0.16,1
1383,카페,요거프레소,160,656,107997,58190,6,14,0.27706422,0.193844333,0.029857555,0.070790754,0.06,0.14,4
1384,기타 외국식,요녀석,35,42,269989,33000,73,2,0.047706422,0.012133767,0.074644164,0.040145985,0.73,0.02,3
1385,한식,요달의 찜닭,26,19,300000,48400,100,0,0.031192661,0.00532702,0.082941431,0.058880779,1,0,3
1386,주점,용구비어,97,79,133813,66990,3,60,0.16146789,0.023083753,0.036995013,0.08149635,0.03,0.6,0
1387,치킨,용달통닭,56,10,174788,47100,10,30,0.086238532,0.00266351,0.048323543,0.05729927,0.1,0.3,1
1388,기타 외식,용범이네인계동껍데기,23,158,623038,78840,100,1,0.025688073,0.046463451,0.172253104,0.095912409,1,0.01,3
1389,분식,용우동,261,186,247342,101800,11,5,0.462385321,0.054749926,0.068382853,0.123844282,0.11,0.05,4
1390,한식,용추골미궁순대,191,43,60665,85200,9,2,0.333944954,0.012429713,0.016771478,0.103649635,0.09,0.02,4
1391,기타 외식,용호동낙지,52,38,785504,146500,42,31,0.078899083,0.010949985,0.217170762,0.178223844,0.42,0.31,5
1392,한식,우거지품은순대국,50,28,344389,70210,46,10,0.075229358,0.00799053,0.095213845,0.085413625,0.46,0.1,1
1393,한식,우된장,11,7,223286,35200,100,0,0.003669725,0.001775673,0.061731989,0.042822384,1,0,3
1394,분식,우럼마왕만두,125,17,153137,39600,0,64,0.212844037,0.004735129,0.0423376,0.048175182,0,0.64,0
1395,한식,우리동네 대패집,47,5,289406,50300,20,0,0.069724771,0.001183782,0.080012463,0.061192214,0.2,0,1
1396,분식,우리동네국수집,68,16,195328,56350,12,12,0.108256881,0.004439183,0.054002323,0.068552311,0.12,0.12,1
