업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률
커피,커스텀커피,58,8,107295 ,"87020",37,12
커피,휘드카페,47,8,83989 ,"63600",12,0
커피,리프패럿(LIP Parrot),48,24,102665 ,"20040",41,8
커피,탐앤탐스커피(TOMNTOMS COFFEE),195,301,325424 ,"190108",17,10
커피,커피니(COFFEENIE),136,109,168156 ,"88000",6,15
커피,히즈빈스(HISBEANS),91,8,147913 ,"138410",37,0
커피,커피마마,126,206,87589 ,"56400",7,14
커피,만랩커피,65,105,159063 ,"87900",40,1
커피,커피온리,54,117,188011 ,"75713",29,21
커피,루고,103,8,197649 ,"121500",25,0
커피,더카페,224,172,140700 ,"60900",12,12
커피,카페게이트,84,63,192450 ,"62480",68,1
커피,커피사피엔스,82,13,112604 ,"49330",46,7
커피,워너커피(WANNA COFFEE),81,9,164973 ,"55650",11,55
커피,더리터(THE LITER),67,224,176151 ,"74460",24,7
커피,까사밍고,89,7,230776 ,"140955",0,42
커피,커핀그루나루,157,31,313025 ,"247100",3,38
커피,엑소엑소핫도그앤커피,59,145,54624 ,"69020",0,9
커피,커피베이,117,597,99883 ,"65940",24,14
커피,케이엠엘리 갤러리카페,39,21,41389 ,"104500",52,14
커피,벨라빈스커피,75,6,35521 ,"229810",0,16
커피,투썸플레이스,150,1097,544844 ,"293650",11,2
커피,빨콩,78,10,126334 ,"77900",0,0
커피,커피101스트릿(COFFEE 101 STREET),67,15,168016 ,"107500",26,0
커피,디에떼에스프레소,115,108,43231 ,"118000",14,18
커피,파스쿠찌,141,460,392607 ,"226150",11,6
커피,cafe65℃,82,14,166191 ,"58420",7,7
커피,커피홀(coffee hole),116,24,77041 ,"73090",12,20
커피,데일리에스프레소(Daily espresso),68,7,187820 ,"152911",14,0
커피,메가엠지씨커피(MEGA MGC COFFEE),60,798,275854 ,"56890",49,0
커피,카페글렌,136,80,89114 ,"84840",20,12
커피,모캄보,152,25,149665 ,"150400",12,20
커피,아리스타,157,48,161100 ,"89320",4,31
커피,청자다방,66,108,138027 ,"70010",22,8
커피,콘레드커피,29,15,214064 ,"59800",86,6
커피,에이바우트커피,45,26,634916 ,"419000",65,0
커피,빌리엔젤,105,42,178607 ,"236100",14,23
커피,백금당,44,15,196232 ,"81905",53,0
커피,팬도로시,151,16,163306 ,"133700",0,6
커피,라드커피(LAD COFFEE),71,10,184611 ,"237450",10,10
커피,알리바바카페(ALIBABA CAFE),57,36,66184 ,"143700",44,33
커피,탭플레이(TAPLAY),57,34,104110 ,"64900",41,17
커피,cafe051(카페051),63,61,195043 ,"59100",65,0
커피,고품격 커피공장,64,8,154011 ,"65900",75,0
커피,헤일리스커피,41,5,100122 ,"75000",40,20
커피,레이지모닝,44,5,418408 ,"237300",0,0
커피,캔카페,33,12,22112 ,"67450",83,0
커피,매머드익스프레스(Mammoth Express),51,83,252464 ,"89100",56,8
커피,매머드커피(Mammoth coffee),92,70,259676 ,"88830",4,34
커피,블레스롤(Bless Roll),65,20,237056 ,"215100",20,10
커피,블랙라인커피,81,11,145630 ,"79670",0,27
커피,1LiTER COFFEE,67,8,101291 ,"62510",12,0
커피,카페원플러스원,113,49,107182 ,"90950",4,6
커피,반반스프링스커피(BANBANSPRINGS COFFEE),67,14,255035 ,"63500",21,28
커피,데니스,95,18,151600 ,"42850",27,38
커피,토리스타특별한커피,57,11,135231 ,"140050",36,9
커피,커피가예쁘다,157,6,131668 ,"130900",16,33
커피,달리는커피,44,49,141177 ,"32560",40,8
커피,카페루앤비,106,81,61010 ,"53490",20,33
커피,라크리마커피,26,9,67115 ,"60000",100,0
커피,"지브릭커피(G,BRICK COFFEE)",86,6,21759 ,"86556",16,0
커피,우주라이크(WOULDULIKE),47,108,98065 ,"47676",37,8
커피,빈스빈스,164,26,183690 ,"155000",3,11
커피,바빈스,110,58,126324 ,"69000",17,25
커피,엔제리너스,169,483,280561 ,"310756",3,18
커피,크레이저커피(C.Razer coffee),76,12,60795 ,"73500",58,25
커피,빽다방,138,617,325010 ,"84349",8,1
커피,제퍼빈스(Zephyr Beans),104,4,57459 ,"69900",0,25
커피,일커피(iL COFFEE),34,5,352646 ,"67350",20,20
커피,컴포즈커피(COMPOSE COFFEE),79,384,260853 ,"83210",45,1
커피,베스트빈,198,29,63497 ,"47850",6,10
커피,아로이커피,81,9,153221 ,"123250",22,33
커피,카페보니또,104,32,139152 ,"132270",6,18
커피,엘아르카,49,9,74775 ,"105300",11,0
커피,이디야커피,235,2651,216931 ,"128470",11,1
커피,주커피,104,31,170907 ,"237650",3,25
커피,일리 카페 (illy Caffe),130,12,201176 ,"250340",25,0
커피,라떼킹(latteking),144,12,118040 ,"85500",0,33
커피,킹스빈,37,13,134615 ,"59800",30,15
커피,커피명가,192,36,227722 ,"198600",8,8
커피,봄봄테이크아웃(봄봄TAKE-OUT),74,224,196274 ,"73500",24,5
커피,랭스터디카페(LANG STUDY CAFE),43,13,236417 ,"243841",46,7
커피,마린커피,44,7,135152 ,"77570",28,0
커피,퀸즈브라운,72,20,108658 ,"64700",25,70
커피,9cafe,54,9,141591 ,"80900",0,11
커피,카페인중독,44,35,144837 ,"50000",71,14
커피,에슬로우커피(ESLOW COFFEE),72,23,225477 ,"50300",30,8
커피,텀브커피,62,51,87402 ,"78650",19,23
커피,달콤,106,138,207629 ,"182800",10,10
커피,아임일리터,47,40,266211 ,"79600",45,0
커피,벌크커피(BULK COFFEE),38,104,183451 ,"69100",39,2
커피,빌리브라운(BILLYBROWN),59,14,145961 ,"58550",21,7
커피,하바나익스프레스,82,15,119667 ,"78900",0,66
커피,카페리빈,80,19,115738 ,"79250",31,26
커피,전광수커피,60,14,261898 ,"174500",0,7
커피,카페베네,153,314,196464 ,"175500",7,20
커피,다빈치커피,289,19,105789 ,"177700",0,42
커피,플라타너스(PLATANUS),93,6,85830 ,"178300",16,16
커피,커피펍스,64,2,49344 ,"45880",0,50
커피,라스베이글,65,8,183439 ,"89150",25,0
커피,카페다빈치,174,4,144411 ,"271000",0,25
커피,바리스타비,138,11,55718 ,"36300",0,0
커피,카페라떼르,11,15,87210 ,"0",0,13
커피,마시그래이,82,75,132610 ,"62700",14,20
커피,카페일루이스,158,36,22344 ,"200702",8,8
커피,카페도헤이 왕의커피,59,17,85863 ,"46700",35,5
커피,뜰커피,33,16,209653 ,"98800",62,0
커피,핸즈커피 (HANDS COFFEE),163,93,272102 ,"187501",16,8
커피,꿀스커피GGUL'S COFFEE,49,36,84639 ,"49200",52,16
커피,나인어클락커피,79,2,227277 ,"72050",0,100
커피,터치카페,42,42,53757 ,"71500",30,4
커피,아마떼,112,24,120554 ,"99220",4,12
커피,감성커피,38,162,137315 ,"42400",37,11
커피,아프리카커피초콜릿,57,9,101177 ,"79000",33,0
커피,카페브라우니30(CAFE BROWNY30),51,3,175784 ,"125572",0,0
커피,아마스빈,151,125,403777 ,"66600",38,0
커피,커피더캠프,52,17,144262 ,"78922",5,41
커피,비엔나커피하우스,46,43,282835 ,"167600",39,2
커피,커피에반하다,120,688,109998 ,"61226",22,8
커피,커피나무,120,46,208784 ,"102000",15,17
커피,"오늘도, 카페일리터",62,38,117478 ,"42900",97,0
커피,CAFE 설렘주의보,24,15,127383 ,"51050",100,0
커피,베러먼데이,56,18,118539 ,"63000",61,11
커피,포트오브모카(Port of Mocha),119,28,91011 ,"53270",7,17
커피,더웨이닝커피(THE WAIN-ING COFFEE),133,32,235701 ,"161200",18,12
커피,더바움(The BAUM),34,13,216947 ,"84200",76,15
커피,아임홈,36,6,350425 ,"127200",0,33
커피,경성코페,49,11,241571 ,"184500",18,9
커피,플루800,11,19,65532 ,"0",31,0
커피,성별 에이유,36,7,82857 ,"82850",0,0
커피,몬스터커피,26,22,212918 ,"56150",100,0
커피,라벨스하이디,36,9,144157 ,"114080",0,0
커피,해리스카페,133,22,118450 ,"120500",9,18
커피,카페아이엠티,112,28,213857 ,"88800",3,10
커피,커피코트,58,35,187676 ,"93160",17,11
커피,로반스윗,41,10,84300 ,"73950",30,20
커피,카페띠아모,191,114,154308 ,"177051",0,14
커피,슈퍼사이즈커피,77,13,76213 ,"46410",0,7
커피,토프레소,185,225,92216 ,"67516",9,15
커피,아필코(APILCO),42,4,472542 ,"236000",50,0
커피,더마스터커피,48,10,111168 ,"63800",20,0
커피,어벤더치커피,48,45,195280 ,"89150",20,2
커피,도노텀블,63,16,128089 ,"66270",37,12
커피,커피나뜨래,65,27,37136 ,"68450",3,11
커피,쉬즈베이글 커피,28,24,319403 ,"53890",66,4
커피,프롬하츠(FROM HEARTS),60,11,209863 ,"150550",27,0
커피,카페홀릭(CAFE HOLIC),74,8,117152 ,"58000",0,0
커피,커피볶는집,170,3,114558 ,"149650",33,0
커피,슈퍼커피,86,32,147302 ,"65698",9,21
커피,코페아커피(COFFEA COFFEE),168,16,136227 ,"147000",0,31
커피,카페코나퀸즈,71,10,281150 ,"205800",40,30
커피,록시드갸토(LOXID GATEAU),29,13,141829 ,"81450",84,0
음료(커피 외),매스커피,91,26,208345 ,"118500",7,0
음료(커피 외),킹콩쥬스엔커피,62,84,46947 ,"53920",11,14
음료(커피 외),차얌,29,92,271762 ,"71380",100,0
음료(커피 외),타이거슈가(TIGER SUGAR),23,41,1407209 ,"81100",100,0
음료(커피 외),호이차,23,29,206459 ,"74030",100,6
음료(커피 외),흑화당,25,61,397053 ,"87986",100,4
음료(커피 외),쥬씨(JUICY),70,480,155777 ,"71380",6,29
음료(커피 외),스무디킹(SMOOTHIEKING),217,113,183189 ,"148500",30,9
음료(커피 외),쥬스팩토리,62,6,75507 ,"61510",0,16
음료(커피 외),팔공티,46,212,208663 ,"72950",83,0
음료(커피 외),공차,97,498,448335 ,"124410",25,1
음료(커피 외),쩐주단,25,16,355134 ,"77490",100,43
음료(커피 외),곰브라더스,62,11,84582 ,"65450",0,100
음료(커피 외),더퓨러,55,7,120470 ,"65910",14,100
음료(커피 외),쥬스킹(JUICE KING),57,18,70375 ,"54350",11,16
음료(커피 외),쥬스스타,60,13,46925 ,"54074",7,92
음료(커피 외),fave,11,2,406008 ,"145300",100,0
음료(커피 외),차타임라운지,49,5,175290 ,"116500",40,20
음료(커피 외),아마스빈코리아,85,67,425034 ,"66600",29,5
음료(커피 외),오가다,132,91,119266 ,"142100",20,20
음료(커피 외),마이쥬스,74,8,193882 ,"113050",50,25
음료(커피 외),요거트맨,50,6,25886 ,"85500",50,16
음료(커피 외),19티(TEA),42,48,119268 ,"64950",60,6
음료(커피 외),제주스,63,13,125548 ,"81300",30,7
음료(커피 외),모리셔스브라운(Mauritius Brown),24,8,180455 ,"57200",100,12
주점,주식회사포차천국,58,119,316024 ,"84940",31,10
주점,전포로 미팅룸,24,8,849022 ,"102980",100,12
주점,만만코코로,63,16,531589 ,"101550",43,68
주점,청춘연가,64,19,235245 ,"67890",57,21
주점,꼬지사께,124,189,133504 ,"55890",15,37
주점,엘리팝,159,68,191565 ,"74930",14,20
주점,작업반장,90,14,101227 ,"58176",0,21
주점,가르텐호프앤레스트,202,63,175765 ,"118755",0,31
주점,토대력,141,36,211517 ,"59080",8,16
주점,와사비,26,7,144924 ,"59750",100,0
주점,김양비어,70,33,92266 ,"56900",45,87
주점,코&타베,21,7,734936 ,"160600",100,0
주점,김복남맥주,29,40,257286 ,"50950",92,10
주점,로얄자카르타,39,19,262611 ,"90550",47,36
주점,투다리,395,1475,121928 ,"45330",10,14
주점,포차고고(포차어게인),64,73,277169 ,"80500",6,49
주점,용구비어,97,79,133813 ,"66990",3,60
주점,갈매기브루잉,76,5,248920 ,"138800",0,0
주점,KMGM HOLD’EM & EVENT PUB(케이엠지엠홀드이엠앤이벤트펍),23,6,304192 ,"129500",100,0
주점,링코(RINKO),46,19,684178 ,"511000",47,0
주점,2도맥주 (2°C BEER),52,61,183992 ,"66000",16,13
주점,비어첸,52,33,212601 ,"107600",39,9
주점,촌댁맥주,38,37,399945 ,"66800",75,0
주점,만복국수집,162,78,297360 ,"59300",12,5
주점,최군맥주,92,27,130954 ,"67650",0,37
주점,오말짜비어,82,6,90000 ,"46200",16,33
주점,필스너하우스(PILSNER HOUSE),67,10,444405 ,"125400",30,0
주점,오호리준,32,5,383315 ,"92300",40,20
주점,단골손님,31,11,545108 ,"87800",100,0
주점,오땅비어,83,31,131778 ,"51260",0,19
주점,와인주막차차,47,13,385984 ,"159220",38,15
주점,퍼스트비어,144,16,102603 ,"76040",6,43
주점,브라더오뎅,59,21,133312 ,"49200",14,71
주점,금별맥주,27,6,1008372 ,"74600",83,0
주점,붐비어,141,31,130526 ,"48400",6,19
주점,79대포,82,61,258630 ,"69320",49,9
주점,포차왕안춘배,65,6,193765 ,"67650",66,16
주점,오비베어(OB BEAR),86,12,154470 ,"55550",0,0
주점,비어웍스,70,7,291142 ,"62500",0,28
주점,더한잔,108,6,451211 ,"98450",33,16
주점,폼프리츠,111,22,136924 ,"40050",0,13
주점,투사랑,172,61,52537 ,"25450",1,11
주점,식감이야기,36,14,316762 ,"97600",50,0
주점,구노포차,127,36,209715 ,"73050",30,19
주점,포차35구역,59,8,180165 ,"63800",12,100
주점,무한사케무사,98,9,353154 ,"53350",11,100
주점,브로스비어,43,10,212273 ,"55910",60,0
주점,3883 팔도실비집,64,45,238105 ,"73400",51,37
주점,아벡 데 프리츠,119,30,80075 ,"44350",6,16
주점,임창정의 소주한잔,77,26,633948 ,"213810",19,23
주점,1도씨맥주(1℃ 맥주),38,22,167184 ,"62700",31,22
주점,와인싸롱뱅뱅,29,7,809385 ,"130600",71,14
주점,안춘배씨,55,5,103482 ,"73150",20,80
주점,리얼펍,88,54,142577 ,"86590",29,29
주점,생활맥주,77,172,239228 ,"69100",16,14
주점,왕빈자전통주막,68,27,194983 ,"47100",51,44
주점,백스비어,71,33,628184 ,"78080",27,21
주점,통파이브,104,45,232790 ,"89310",4,20
주점,포차스미스,35,13,495225 ,"93500",0,38
주점,레드락,36,11,170787 ,"79420",18,54
주점,개집비어,88,21,203452 ,"66900",4,14
주점,미술관,81,56,485755 ,"150500",8,16
주점,시장통,95,3,183476 ,"42800",0,66
주점,레드문,32,3,373360 ,"120620",33,0
주점,옥탑방오봉자싸롱,86,85,152114 ,"51997",1,25
주점,크라운호프보리장인,43,214,364020 ,"62500",74,0
주점,경성주막1929,55,86,479742 ,"98150",11,20
주점,브롱스(BRONX),75,82,268379 ,"94700",13,12
주점,피쉬앤그릴&치르치르,63,10,162965 ,"106434",0,0
주점,짚동가리쌩주,176,11,211836 ,"88149",0,54
주점,뉴욕야시장,56,140,302511 ,"85840",20,22
주점,김봉남포장마차,71,17,237199 ,"72950",11,11
주점,군선생,132,12,277613 ,"76220",8,8
주점,쿨럭(coolluck),137,9,134808 ,"11900",0,77
주점,달빛맥주,37,27,150182 ,"60300",85,3
주점,잔잔,31,9,737091 ,"179200",55,0
주점,오춘자비어,98,60,127415 ,"61330",0,13
주점,브루웍스,43,15,257422 ,"93190",13,13
주점,크래프트한스(Craft Han's),87,45,314166 ,"83850",20,13
주점,사이야,116,33,178920 ,"85880",0,33
주점,동경야시장,66,71,392810 ,"79560",5,60
주점,느린마을양조장&펍,117,21,466337 ,"141050",19,19
주점,남오토코,100,21,348914 ,"118800",4,52
주점,한남동그집,98,49,175243 ,"61000",57,22
주점,밀회관,31,11,493022 ,"76736",90,9
주점,토리고야,68,8,670811 ,"107800",0,100
주점,준코노래타운,234,34,592434 ,"247500",17,2
주점,삼구포차,49,32,254692 ,"91750",6,68
주점,압구정 봉구비어,102,370,126594 ,"68100",3,19
주점,소소한일상의별난주점,91,23,148976 ,"43800",0,8
주점,노가리슈퍼,63,23,258905 ,"64370",8,4
주점,와라와라,200,13,441062 ,"202200",0,100
주점,민혁이네외국포차,49,7,336199 ,"116050",28,57
주점,대국민야시장,48,5,483978 ,"91750",20,40
주점,간이역,258,494,85669 ,"33280",4,9
주점,똥꼬,154,9,211212 ,"59972",0,44
주점,비어팩토리,113,10,199171 ,"104000",0,60
주점,치어스,220,121,221623 ,"104542",9,21
주점,대칠성포차,88,46,297279 ,"112450",6,36
주점,코젤다크하우스(KOZELDARKHAUS),90,23,284090 ,"99700",17,4
주점,편의점포차핫셰프,48,5,134885 ,"117400",20,100
주점,쓰리몽키즈,29,7,196667 ,"74720",71,0
주점,구름공방,79,12,175998 ,"136083",0,25
주점,오사카부루스,57,67,449394 ,"58190",23,47
주점,1943,23,45,1536915 ,"181000",100,0
주점,우아한 혼술식당,40,16,243607 ,"59970",93,0
주점,설맥(SEOL MAC),45,32,158860 ,"81700",40,21
주점,청담이상,89,78,711797 ,"219450",17,23
주점,사나포차,116,20,155535 ,"47960",20,10
주점,맥주바켓(맥주Barket),119,20,176306 ,"133260",0,40
주점,와바,235,53,210111 ,"212693",0,33
주점,도쿄술집,33,13,467230 ,"87500",84,30
주점,수맥집,47,17,145195 ,"41000",29,17
주점,포차플레잉,38,6,880119 ,"350300",0,0
주점,사거리식당,69,13,607500 ,"108400",23,23
주점,모로미,62,51,265996 ,"211800",100,27
주점,하루비어,53,24,263814 ,"95920",41,20
주점,맥주활력수,33,8,275745 ,"69900",62,0
주점,트레비어,35,8,255434 ,"197800",25,0
주점,코키펍(COCKY-PUB),83,5,683788 ,"147500",0,0
주점,김작가의 이중생활,60,17,368844 ,"158494",5,70
주점,홍스포차,36,13,231455 ,"66982",46,0
주점,역전할머니맥주1982,52,385,667973 ,"73860",60,0
주점,전주포민호맥,26,10,292090 ,"56450",100,0
주점,먹태,69,10,86655 ,"44358",0,20
주점,짱큰대구대가리,68,5,77766 ,"100670",0,60
주점,비어사케,88,37,138372 ,"53700",16,45
주점,땡초우동,90,35,182604 ,"52600",8,0
주점,비턴,112,111,146205 ,"90550",2,24
주점,짝태&노가리,77,133,163532 ,"33700",12,18
주점,청춘문방구,59,5,89523 ,"44800",20,0
주점,꾼노리,149,31,507069 ,"219950",0,25
주점,청춘싸롱,78,11,431961 ,"69850",0,72
주점,달빛한모금,76,6,244015 ,"96160",0,16
주점,700beer,152,49,177620 ,"129514",4,26
주점,주민상회,68,47,174323 ,"56100",17,21
기타 외식,닭익는마을,554,13,183975 ,"116633",0,7
기타 외식,샌드리아,39,66,86617 ,"114600",56,37
기타 외식,보고싶다,31,79,657633 ,"129314",77,0
기타 외식,미스코다리 미스터황태,50,8,223293 ,"67900",25,0
기타 외식,고반식당,51,24,787662 ,"150250",12,4
기타 외식,가마치통닭,57,398,237133 ,"48900",55,4
기타 외식,죽이야기,199,406,134950 ,"100650",10,9
기타 외식,포베이(PhoBay),221,65,440888 ,"178000",6,29
기타 외식,고돼지,41,21,345950 ,"40600",71,4
기타 외식,오공복이,64,20,291766 ,"75620",25,5
기타 외식,타코비,138,33,91024 ,"45400",15,36
기타 외식,jay coffee,59,6,121404 ,"117500",16,50
기타 외식,바오밥(BAOBAB),75,22,311664 ,"108206",4,18
기타 외식,최용찬의불노리,124,10,60684 ,"36750",50,20
기타 외식,불닭발땡초동대문엽기떡볶이,185,487,598693 ,"86447",5,0
기타 외식,브라운돈까스,85,58,233755 ,"79120",39,12
기타 외식,승승,24,36,440817 ,"138650",100,0
기타 외식,투고샐러드(TO GO salad),67,25,200838 ,"55250",28,0
기타 외식,월남쌈김상사,138,27,529581 ,"148950",7,7
기타 외식,고굽남 고기굽는남자,77,13,1119303 ,"124400",15,7
기타 외식,도쿄스테이크,56,42,415646 ,"81100",11,14
기타 외식,면당포,26,12,82896 ,"54430",100,8
기타 외식,쉐프의부대찌개,72,56,175219 ,"105685",7,21
기타 외식,오목집,35,10,967100 ,"135800",40,0
기타 외식,세광교대이층집,46,24,1341755 ,"171000",37,0
기타 외식,순남시래기,73,74,390541 ,"113300",5,12
기타 외식,막창도둑,87,60,256000 ,"48070",51,8
기타 외식,멘무샤,153,34,319723 ,"103900",8,17
기타 외식,연어로만,67,18,205552 ,"140250",22,11
기타 외식,유달리,71,34,194031 ,"95500",26,17
기타 외식,용범이네인계동껍데기,23,158,623038 ,"78840",100,1
기타 외식,붐바타,51,6,315160 ,"114048",66,100
기타 외식,미쓰족발,96,36,376760 ,"102820",0,16
기타 외식,엑소엑소 푸드카페,45,326,59630 ,"69020",44,2
기타 외식,카툰공감,58,6,106041 ,"239500",0,50
기타 외식,서울미트볼,58,8,233438 ,"68320",87,25
기타 외식,테그42(TEgg.42),20,5,200304 ,"82630",100,0
기타 외식,샐러디,71,59,177648 ,"80850",57,8
기타 외식,몽뜨레셰프,53,5,39448 ,"177800",0,20
기타 외식,몽뜨레셰프 인더키친 패밀리 레스토랑,53,5,778332 ,"285400",0,0
기타 외식,목우촌웰빙마을,304,54,364792 ,"107570",5,20
기타 외식,목우촌미소와돈,128,12,118829 ,"118670",25,58
기타 외식,토스트럭(TOAST LUCK),54,24,144405 ,"60070",25,33
기타 외식,호반식,21,15,67947 ,"62375",100,40
기타 외식,깐깐한족발,63,23,834859 ,"99600",17,4
기타 외식,팬아시아(Pan Asia),89,5,630497 ,"262970",0,20
기타 외식,서병장대김이병,123,5,272765 ,"59800",0,20
기타 외식,죤슨앤바오,34,9,327867 ,"28600",77,0
기타 외식,숯불의 향기,69,5,185739 ,"81210",20,40
기타 외식,제주도그릴,74,11,464572 ,"80020",9,18
기타 외식,고양이부엌,72,13,247355 ,"81900",15,7
기타 외식,어사출또,59,102,766352 ,"191440",16,7
기타 외식,팔삼닭발,58,7,144246 ,"30150",14,71
기타 외식,라라코스트(raracost),92,98,836984 ,"190100",0,9
기타 외식,서소문족발,89,9,599667 ,"128129",0,11
기타 외식,육봉달,105,16,491337 ,"105650",12,43
기타 외식,다채,86,13,182795 ,"70950",0,15
기타 외식,더돈까스(the돈까스),85,8,159865 ,"70950",0,12
기타 외식,소한마리몽땅무쏘,54,48,559276 ,"121800",35,35
기타 외식,곱창폭식,68,10,423595 ,"91150",30,0
기타 외식,바푸리쉬는시간,31,6,201712 ,"86350",66,83
기타 외식,바푸리pho베트남쌀국수,50,36,204817 ,"100980",11,47
기타 외식,캠토토스트,202,101,45388 ,"43017",9,18
기타 외식,은화수식당,87,49,212497 ,"59225",4,8
기타 외식,코코샤브,97,26,608091 ,"304800",7,7
기타 외식,낚시꾼 김춘복의 도시어부,30,10,878947 ,"107300",80,0
기타 외식,화화,164,37,675269 ,"114280",16,5
기타 외식,바르미샤브샤브n칼국수,137,27,958344 ,"581600",7,3
기타 외식,통큰갈비,60,71,438620 ,"103577",73,8
기타 외식,국민닭발,39,22,296942 ,"59750",22,0
기타 외식,바르미샤브칼국수,263,8,308628 ,"38090",0,0
기타 외식,달곰김밥,49,22,191136 ,"66190",0,4
기타 외식,곱창이야기,119,76,389161 ,"99100",15,11
기타 외식,화포식당,74,49,96495 ,"104500",8,14
기타 외식,종로할머니칼국수 수(手),102,12,37957 ,"109860",16,50
기타 외식,신사소곱창,103,9,546304 ,"46310",11,0
기타 외식,육회한 감전통닭,79,8,363364 ,"61450",0,75
기타 외식,대한닭발1979,92,15,195828 ,"32450",33,20
기타 외식,노군꼬치,78,59,233156 ,"64950",8,8
기타 외식,안동한우곱창,67,17,228584 ,"85600",52,17
기타 외식,대구반야월막창,155,129,177265 ,"56100",9,10
기타 외식,종로계림닭도리탕원조,111,13,452182 ,"74800",76,0
기타 외식,은하철도 곱곱곱,61,11,16671 ,"56825",63,45
기타 외식,곽두리쪽갈비,105,11,162186 ,"55300",18,9
기타 외식,싸움의고수,70,106,265505 ,"79000",34,1
기타 외식,고마담치킨,82,22,88518 ,"22800",9,9
기타 외식,셰프의돈까스,83,23,141957 ,"38280",26,13
기타 외식,카츠젠,57,25,453444 ,"63050",20,8
기타 외식,와이블랙,22,15,173547 ,"61520",100,0
기타 외식,닥엔돈스,160,59,150008 ,"32350",57,3
기타 외식,배터지는갈비,61,15,319697 ,"83300",13,46
기타 외식,리얼안심탕수육,71,93,132893 ,"32650",68,26
기타 외식,설원칡냉면&푸짐보쌈,157,18,91317 ,"86700",0,5
기타 외식,상남자의 고소한 생막창,22,22,10367 ,"57650",100,72
기타 외식,포36거리,99,15,231645 ,"71200",0,20
기타 외식,하노이별,139,25,303083 ,"82750",12,12
기타 외식,감성대패,21,7,700344 ,"281300",100,0
기타 외식,장금수부대찌개,83,23,214606 ,"59850",34,8
기타 외식,왕서방왕치킨피자,192,8,66407 ,"44770",12,25
기타 외식,하우돈곱창,139,30,213725 ,"72780",10,13
기타 외식,돈카츠&화꾸어,45,5,53470 ,"39900",80,40
기타 외식,쏘쏘맥주집,106,18,122120 ,"26300",11,55
기타 외식,맥쓰(MEXX)세계치킨,103,21,235675 ,"107000",4,33
기타 외식,싱글벙글복어,109,13,136653 ,"164380",0,7
기타 외식,해산물직화구이전문점삼바리,39,13,436646 ,"65350",46,0
기타 외식,매반생면,104,12,22535 ,"79950",8,8
기타 외식,33떡볶이,52,40,250807 ,"50990",32,5
기타 외식,장호짤라집,24,1,180000 ,"58900",100,0
기타 외식,고미후쿠데판,36,3,166667 ,"68800",66,0
기타 외식,플랩잭팬트리(Flapjack Pantry),84,17,205442 ,"130800",11,5
기타 외식,이흥선참치,72,5,549818 ,"100700",0,0
기타 외식,공릉동원조멸치국수,149,113,158444 ,"25330",10,5
기타 외식,가리미김밥,67,9,47014 ,"63900",11,0
기타 외식,오장동흥남집,41,6,592980 ,"124500",33,0
기타 외식,최고당돈가스,44,46,282032 ,"60364",54,0
기타 외식,마루샤브,115,27,1235960 ,"415200",3,7
기타 외식,오늘김해생뒷고기,84,24,366577 ,"49900",8,12
기타 외식,제주은희네해장국,52,20,462179 ,"150850",50,0
기타 외식,더족발,96,17,271358 ,"71144",5,17
기타 외식,전원숯불,129,20,1403576 ,"372000",5,0
기타 외식,최동민양푼갈비,59,10,272604 ,"107050",10,50
기타 외식,배가네동태탕찜전문점,54,11,256538 ,"67200",18,9
기타 외식,아낙촌,129,4,326752 ,"115500",0,25
기타 외식,툴스돈카츠,45,10,178952 ,"65620",100,40
기타 외식,장혁민의 부대찌개,60,35,316816 ,"96600",8,8
기타 외식,조대포,118,11,260828 ,"71590",36,9
기타 외식,종로맥가,67,73,192167 ,"48090",15,12
기타 외식,55온족발,98,18,143296 ,"78750",11,16
기타 외식,대패가1900,39,48,147715 ,"29500",60,0
기타 외식,장미막창,37,8,275085 ,"91650",50,0
기타 외식,황홀한막창,84,7,114054 ,"37650",42,85
기타 외식,남도술상,48,22,346728 ,"50600",13,9
기타 외식,신복관,67,18,585522 ,"91000",16,0
기타 외식,백남옥달인손만두,48,14,268469 ,"67900",50,35
기타 외식,왓삼,64,9,260946 ,"89700",55,22
기타 외식,호천당,37,24,381813 ,"95920",54,4
기타 외식,돈카냉면&파스타,34,7,360409 ,"79880",57,0
기타 외식,고베규카츠,64,14,391119 ,"195460",14,42
기타 외식,79네수육국밥,76,29,555825 ,"110600",34,3
기타 외식,남가네설악추어탕,239,71,320761 ,"122393",15,16
기타 외식,니뽕내뽕,103,67,428374 ,"90580",7,11
기타 외식,김영희강남동태찜,195,71,308855 ,"104000",0,21
기타 외식,김민성I'm넙띠기돈까스,50,7,203419 ,"64700",28,0
기타 외식,오쭈,80,9,391107 ,"96250",0,22
기타 외식,내가찜한코다리찜,51,7,62442 ,"82500",14,14
기타 외식,최숙이네,97,11,208505 ,"91900",0,18
기타 외식,미친고기,57,16,436824 ,"107530",12,0
기타 외식,산청자매훠궈,32,10,276939 ,"9700",80,0
기타 외식,설화참숯닭갈비,59,7,128609 ,"89150",14,0
기타 외식,산쪼메,178,49,207647 ,"104050",2,30
기타 외식,닭이봉춘천닭갈비,134,37,215533 ,"98870",2,13
기타 외식,봉구스밥버거,113,580,108546 ,"40000",11,21
기타 외식,빅쭌부대찌개,36,20,303555 ,"92950",50,5
